code,company_name,market,feature,business_composition,industries,themes,business1,business2,business3,business_sales1,business_sales2,business_sales3,business_profit1,business_profit2,business_profit3,overseas
1813,不動テトラ,東証プライム,土木は陸上と海洋の両面で展開。地盤改良と2本柱。米国に地盤改良子会社。独自工法に強み,土木43(2)、地盤改良53(9)、ブロック4(2)、他0(6) <25.3>,"建設,防災,関東",洋上風力発電,地盤改良,土木,ブロック,53,43,4,9,2,2,
1814,大末建設,東証プライム,マンション等民間建築が主体。関西主力だが首都圏の比重高まる。ミサワホームと資本業務提携,建設99、不動産等1 <25.3>,"建設,近畿",マンション建設,,,,,,,,,,
1815,鉄建建設,東証プライム,鉄道工事に強いが、道路・トンネル、集合住宅工事等も展開。JR東が追加出資し持分法会社化,土木工事48(4)、建築工事49(-1)、不動産2(14)、付帯0(4)、他0(80) <25.3>,"建設,関東",鉄道,土木工事,不動産,付帯,48,2,0,4,14,4,
1820,西松建設,東証プライム,準大手ゼネコン。ダムやトンネルなど、土木に実績。不動産開発事業に注力。伊藤忠が大株主,土木29(8)、建築53(3)、国際10(-2)、アセットバリューアッド7(28)、地域環境ソリューション0(-137)【海外】13 <25.3>,"建設,関東",建築・土木,建築,土木,アセットバリューアッド,53,29,7,3,8,28,13
1821,三井住友建設,東証プライム,PC橋と超高層マンションに強い準大手ゼネコン。海外強化中。インフロニアHDがTOBへ,土木工事46(13)、建築工事54(2)、他0(29)【海外】21 <25.3>,"建設,リニア,関東",インド,建築工事,土木工事,,54,46,,2,13,,21
1822,大豊建設,東証スタンダード,泥土加圧シールド、無人ケーソンの両工法で大型土木工事に強み。麻生グループの傘下入り,土木49(5)、建築47(2)、他3(13) <25.3>,"建設,リニア,関東",建築・土木,土木,建築,,49,47,,5,2,,
1826,佐田建設,東証スタンダード,群馬、埼玉が地盤の中堅建設会社。建築軸に土木工事、合材販売。創業者一族から国会議員輩出,建築73(8)、土木26(12)、兼業1(7) <25.3>,"建設,関東",建築・土木,建築,土木,兼業,73,26,1,8,12,7,
1827,ナカノフドー建設,東証スタンダード,医療、物流など多彩な民間建築が主体の中堅ゼネコン。東南アジアでの高層住宅、工場等に実績,建設99(2)、不動産1(50)、他0(22)【海外】25 <25.3>,"建設,関東",シンガポール,建設,不動産,,99,1,,2,50,,25
1828,田辺工業,東証スタンダード,化学プラントを主体とする中堅総合プラント工事会社。関東、中部が地盤。タイで表面処理事業,設備工事97(11)、表面処理3(3)、他0(-34) <25.3>,"建設,中部",脱炭素,設備工事,表面処理,,97,3,,11,3,,
1833,奥村組,東証プライム,中堅ゼネコン。免震技術やトンネル施工技術に定評。石狩バイオエナジーなどバイオマス発電も,土木33(5)、建築62(4)、投資開発3(-27)、他2(6) <25.3>,"建設,リニア,近畿",バイオマス発電,建築,土木,,62,33,,4,5,,
1835,東鉄工業,東証プライム,線路の維持補修など鉄道工事に強いゼネコン。JR東関連が大半。DOE3%以上で累進配当,土木63(9)、建築31(11)、他6(13) <25.3>,"建設,関東",地震対策,土木,建築,,63,31,,9,11,,
1840,土屋ホールディングス,東証スタンダード,北海道地盤の注文住宅会社。在来工法首位。道内売上7割。気密、断熱に優れた住宅を開発,住宅59(-1)、リフォーム12(0)、不動産27(6)、賃貸2(20) <24.10>,"戸建て,北海道東北",ラピダス,不動産,リフォーム,賃貸,27,12,2,6,0,20,
1841,サンユー建設,東証スタンダード,建築で創業し現在は不動産事業(賃貸・宅地販売)との2本柱。金属製品加工やホテル事業も,建築70(11)、不動産19(23)、金属製品5(4)、ホテル6(-7) <25.3>,"建設,不動産,関東",ホテル,建築,不動産,金属製品,70,19,5,11,23,4,
1844,大盛工業,東証スタンダード,下水道・地中工事が主力の土木会社。東京都が地盤。不動産を兼業。路面開削のOLY工法拡充,建設73(9)、不動産11(11)、OLY9(17)、通信関連7(13) <24.7>,"建設,関東",上下水道,建設,不動産,OLY,73,11,9,9,11,17,
1847,イチケン,東証スタンダード,商業施設の新築・内改装が主力の建築中堅。首都圏、関西地盤に全国展開。筆頭株主はマルハン,建設100(9)、不動産0(36) <25.3>,"建設,関東",ベトナム,建設,不動産,,100,0,,9,36,,
1848,富士ピー・エス,東証スタンダード,PC工法大手で橋梁など土木工事が主力。官公庁向けが大半。九州から全国化、枕木分野を強化,土木67(15)、建築32(7)、不動産賃貸1(58)、他0(13) <25.3>,"建設,九州沖縄",建築・土木,土木,建築,不動産賃貸,67,32,1,15,7,58,
184A,学びエイド,東証グロース,塾、教育関連向けに映像事業展開。1コマ5分の講義に特徴。NOVA親会社が筆頭株主に,学びエイドマスター16、学びエイドマスターforSchool23、学びエイドforEnterprise60、他1 <24.4>,,映像,,,,,,,,,,
1850,南海辰村建設,東証スタンダード,近畿地盤の南海建設と、首都圏地盤の辰村組が統合して誕生した南海電鉄グループの中堅建設,建設100(5)、不動産0(20) <25.3>,"万博,建設,近畿",大阪・関西万博,建設,不動産,,100,0,,5,20,,
1852,淺沼組,東証プライム,1892年創業の関西系中堅ゼネコン。学校や官公庁建築に実績を持つ。関西を地盤に全国展開,建築85(10)、土木13(12)、他2(19) <25.3>,"建設,近畿",シンガポール,建築,土木,,85,13,,10,12,,
1853,森組,東証スタンダード,土木からマンション建築主体に。旭化成ホームズが筆頭株主。長谷工コーポとの協力関係続く,建設98(8)、不動産0(-56)、砕石2(0) <25.3>,"建設,近畿",マンション建設,建設,砕石,,98,2,,8,0,,
1860,戸田建設,東証プライム,準大手ゼネコン。病院、学校に強い建築の名門。堅実経営。浮体式風力発電の技術開発に注力,建築53(5)、土木20(6)、国内投資開発8(10)、国内グループ9(5)、海外グループ10(2)、環境・エネルギー0(-112) <25.3>,"建設,リニア,関東",建築・土木,建築,土木,海外グループ,53,20,10,5,6,2,
1861,熊谷組,東証プライム,準大手ゼネコン。トンネル等大型土木からマンションなど建築に展開。住友林業が筆頭株主,土木21(7)、建築54(0)、子会社25(5) <25.3>,"建設,リニア,関東",陸上養殖,建築,子会社,土木,54,25,21,0,5,7,
1866,北野建設,東証スタンダード,長野地盤、民間建築主力。首都圏の比重は約5割。子会社通じホテル、ゴルフ場などに多角化,建設95(4)、ゴルフ場0(2)、ホテル3(14)、広告代理店1(3) <25.3>,"建設,中部",半導体関連,建設,ホテル,広告代理店,95,3,1,4,14,3,
1867,植木組,東証スタンダード,新潟県地盤の中堅建設。東京、中部、東北など県外拡大に意欲。子会社で有料老人ホーム等進出,建設88(5)、不動産5(11)、建材製造販売1(16)、他6(9) <25.3>,"建設,中部",建築・土木,建設,不動産,建材製造販売,88,5,1,5,11,16,
186A,アストロスケールホールディングス,東証グロース,スペースデブリ(宇宙ゴミ)の除去や人工衛星の寿命延長のサービス等を開発するベンチャー,軌道上サービス100【海外】60 <24.4>,"宇宙開発,関東",防衛産業,,,,,,,,,,60
1870,矢作建設工業,東証プライム,名古屋地区の大手、名鉄と密接。民間建築中心に展開。分譲マンションなど不動産兼業にも強み,建築62(2)、土木23(14)、不動産15(29) <25.3>,"万博,建設,中部",防災・減災,建築,土木,不動産,62,23,15,2,14,29,
1871,ピーエス・コンストラクション,東証プライム,建築・土木を総合展開。PC(プレストレストコンクリート)橋梁首位級。大成建設の子会社,土木58(21)、建築39(10)、製造2(9)、他1(43) <25.3>,"建設,関東",建築・土木,土木,建築,製造,58,39,2,21,10,9,
1873,日本ハウスホールディングス,東証プライム,在来型注文住宅大手。岩手から全国展開。子会社で木材加工、ホテルを拡大、マンション育成,住宅86(-5)、ホテル14(-20)、他0(76) <24.4>,"戸建て,関東",ホテル,,,,,,,,,,
1878,大東建託,東証プライム,賃貸住宅の建築請負から一括借り上げで圧倒的な存在感。賃貸仲介も首位。配当性向5割メド,建設29(8)、不動産賃貸63(7)、不動産開発3(10)、金融1(22)、他4(18) <25.3>,"投資,不動産仲介,関東",賃貸住宅,不動産賃貸,建設,不動産開発,63,29,3,7,8,10,
1879,新日本建設,東証プライム,建設と不動産開発(分譲マンション)が両輪。営業は首都圏中心、建設は非住宅工事の受注を深耕,建設56(7)、開発等44(24) <25.3>,"マンション,建設,関東",マンション分譲,建設,開発等,,56,44,,7,24,,
1882,東亜道路工業,東証プライム,独立系道路舗装大手。アスファルト乳剤で最大手。環境事業、道路資材商社事業も手がける,建設61(5)、製造販売・環境等39(7) <25.3>,"建設,関東",国土強靱化,建設,製造販売・環境等,,61,39,,5,7,,
1884,日本道路,東証プライム,道路舗装大手。官庁工事で実績。民間を育成。親会社の清水建設がTOB、完全子会社化を企図,建設81(9)、製造・販売14(6)、共創4(10) <25.3>,"建設,関東",道路工事,建設,製造・販売,共創,81,14,4,9,6,10,
1885,東亜建設工業,東証プライム,旧浅野系。海上土木が本業で、ODAはじめ海外展開にも意欲的。陸上土木や建築にも実績,国内土木43(9)、国内建築33(6)、海外20(6)、他4(9)【海外】20 <25.3>,"建設,防災,関東",洋上風力発電,国内土木,国内建築,海外,43,33,20,9,6,6,20
1887,日本国土開発,東証プライム,重機土工事得意。東日本復旧復興に実績。会社更生手続き03年終結。再上場。超高層建築に参入,土木30(-16)、建築65(-4)、関連5(29)【海外】7 <24.5>,"建設,関東",脱炭素,関連,,,5,,,29,,,7
1888,若築建設,東証プライム,海上土木の中堅。陸上土木にも展開。官公庁向け工事が多いが、民間設備工事や海外事業も強化,建設98(8)、不動産1(45)、他1(10) <25.3>,"建設,関東",再生可能エネルギー,建設,不動産,,98,1,,8,45,,
1890,東洋建設,東証プライム,海上土木の大手。フィリピンでの工事に強み。任天堂創業家資産運用会社(YFO)が大株主,国内土木54(6)、国内建築36(7)、海外建設10(9)、不動産0(45)、他0(18) <25.3>,"建設,関東",洋上風力発電,国内土木,国内建築,海外建設,54,36,10,6,7,9,
1893,五洋建設,東証プライム,準大手ゼネコン、海上土木(マリコン)で首位。国内建築ほか、海外の大型案件に実績豊富,国内土木42(9)、国内建築35(4)、海外建設21(-10)、他2(3)【海外】21 <25.3>,"建設,防災,リニア",シンガポール,国内土木,国内建築,,42,35,,9,4,,21
1897,金下建設,東証スタンダード,近畿北部地盤の総合建設。土木で創業。道路舗装含め官公需に強み。民間建築部門拡充。好財務,建設96(8)、製造・販売等4(4) <24.12>,"建設,近畿",アスファルト,建設,製造・販売等,,96,4,,8,4,,
1898,世紀東急工業,東証プライム,東急系の道路舗装大手。環境対応や景観など技術多彩。関東中心に東日本が地盤。舗装材外販も,建設81(10)、舗装資材製造販売19(4)、他0(16) <25.3>,"建設,関東",道路工事,建設,舗装資材製造販売,,81,19,,10,4,,
1899,福田組,東証プライム,新潟最大規模のゼネコン。県内土木主体から首都圏建築・開発へ展開。西日本でも事業拡大図る,建設96(4)、不動産3(15)、他0(5) <24.12>,"建設,中部",再生可能エネルギー,建設,不動産,,96,3,,4,15,,
